Item Name,NS ID,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20
G13648 CRAINE,1416,*,GRADE: 15/18# XCELL STOCK,*,COATING: AS IS,*,SIZE: 15 X 19" SHEETS,*,PACK: POLY SIDE UP 3M BULK PER CS (36LBS) ON PALLETS,*,LABEL: 15 X 19 DWX/EXCEL 3M SHEETS,*,END USE: FOOD WRAP,*,NOTE: DO NOT REVERSE INDIVIDUAL ROLLS FOR SHEETING. A,MGWAXED OR POLY GRADES MUST PACK IN SAME DIRECTION.,*,,,,,
G17800 HARR,4038,*,GRADE:  38-40 LB  TRUE WHITE BUTCHER,*,COATING:  AS IS,*,SIZE:  36" WIDE ROLLS,*,PACK: 1 ROLL PER POLY BAG STACK 33 PER PALLET,*,LABEL  36" WHITE BUTCHER 1 ROLL,*,REWIND:   800 LINEAR FT  3"CORE,*,END USE:  FOOD WRAP,*,,,,,,
G29130 MU,1968,*,GRADE:   38-40 LB TRUE WHITE BUTCHER,*,COATING:  AS IS,*,SIZE: 15" WIDTH ROLLS,*,PACK:  1 ROLL  HRINK WRAPPED STACK 66 PER PALLET,*,LABEL: 15" TRUE WHITE BUTCHER ONLY MUHEISEN NAME NOT,APPEAR,*,REWIND:  650 FT PER ROLL 3" CORE,*,END USE:  FOOD WRAP,,,,,,
G19185IMPERIALB,1537,*,GRADE:  35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 53 LBS DELWRAP STYLE,*,SIZE:  6 X 6" SHEETS,*,PACK: 10000 SHEETS BULK PER CARTON,*,LABEL: ITEM SIZE QTY.UPC NO. 1078787900207,*,END USE: CANDY SEPARATOR,*,,,,,,,,
G19627 JOSHEN,1626,*,GRADE: 25 LB QUILON,*,COATING: AS IS,*,SIZE: 8-3/16 X 12" SHEETS,*,PACK:  8000 SHEETS PER CS 2M QUILON CTN,*,LABEL: ITEM SIZE QTY,*,END USE: CAKE LINER,*,,,,,,,,
F15TWB8,1058,800 FT TRUE BUTCHER ORANGE BORDER LABEL UPC 78787900208,,,,,,,,,,,,,,,,,,,,
F18TWB8,1111,800'RL TRUE BUTCHER ORANGE BORDER LABEL UPC 78787900209,,,,,,,,,,,,,,,,,,,,
F15MG1100,1045,30LB MG 1100 FT/RL WHITE LABEL UPC 78787900210,,,,,,,,,,,,,,,,,,,,
F18MG1100,1099,30 LB MG 1100 FT/RL WHITE LABEL UPC 78787900211,,,,,,,,,,,,,,,,,,,,
F24TWB8,1162,40# TRUE WHITE BUTCHER 800 FT PER ROLL,,,,,,,,,,,,,,,,,,,,
F30TWB8,1198,40 LB TRUE WHITE BUTCHER 800 FT PER ROLL,,,,,,,,,,,,,,,,,,,,
F36TWB8,1211,40 LB TRUE WHITE BUTCHER 800 FT PER ROLL,,,,,,,,,,,,,,,,,,,,
G23964 PRICE,4041,*,GRADE:   PINK STEAK PAPER ONLY CUT METRO RETURN,*,COATING: AS IS,*,SIZE:10 X 30" SHEETS,*,PACK:  1000 SHEETS PER BDL.(27.5 LBS PER M),*,LABEL: ITEM SIZE 1000 SHEETS,*,END USE:  MEAT WRAPPER,*,,,,,,,,
G23965 PRICE,1833,*,GRADE: 40 LB PINK STEAK PAPER CUT METRO RETURN,*,COATING: AS IS,*,SIZE: 12 X 30" SHEETS,*,PACK: 1000 SHEETS PER BDL.,*,LABEL: ITEM SIZE QUANTITY,*,END USE: MEAT WRAP,*,,,,,,,,
G23966 PRICE,1834,*,GRADE: 40 LB PINK STEAK CUT METRO RETURN,*,COATING: AS IS,*,SIZE: 8 X 30" SHEETS,*,PACK: 1000 SHEETS PER BDL,*,LABEL: ITEM SIZE QTY,*,END USE: MEAT WRAPPER,*,,,,,,,,
G27325 TEO,1937,*,GRADE: USE 40 LB G.P.TRUE WHITE BUTCHER,*,COATING: NONE,*,SIZE: 15" WIDTH ROLLS,*,PACK: SHRINK WRAP ROLLS 66 PER PALLET,*,LABEL:  15" MG,*,REWIND: 800 FT PER ROLL 3" CORES  MG/SMOOTH SIDE INSI,*,END USE: FOOD WRAP,,,,,,,
G23474PENNJERSY,1824,*,GRADE: 25# QUILON,*,COATING: AS IS,*,SIZE: 11.375 X 15.375"  SHEETS,*,PACK: 2000 SHEETS IN 25Q1M CTN STACK ON PALLET,*,LABEL: ITEM SIZE QTY,*,END USE: BAKING PAN LINER,*,,,,,,,,
G21719MOONEYGEN,1736,*,ITEM:  "NICOLO'S" PRINT,*,GRADE:  40LB BUTCHER PAPER,*,COATING: AS IS,*,SIZE:  18" WIDTH ROLLS,*,PACK: SHRINK WRAP STACK ON PALLETS1,*,LABEL: ITEM SIZE QTY,*,PRINT: FLEXO RED GREEN MATCH CUSTOMER SAMPLE,*,REWIND:  N-2 1000 FT/ ROLL 3" CORE,*,END USE: FOOD WRAP,,,
G21677 MONTE,1718,*,ITEM:   RYE BREAD WRAPPER 48OZ 3 LB.,*,GRADE:  25 LB BLEACHED KRAFT MAX TEAR 38 MIN MULLEN 2,*,COATING: WET WAX WITH GLOSSTITE TO 40 LB FINISH,*,SIZE:  22" WIDTH ROLLS,*,PACK: POLY BAG ROLLS STACK ON PALLETS,*,LABEL: ITEM SIZE QTY,*,PRINT: FLEXO RED CYL #95 ADD STRIPES ON ENDS,*      USE KOF-K KOSHER SYMBOL 48 OZ. 3 LBS,REWIND: N-1 10-1/2" OD 3" CORE 3.750" WALL ONLY,*,END USE: HEAT SEALABLE BREAD WRAP,*,,
G10300 ALL SIZE,1231,*,GRADE:  30 LB BLEACHED MG,*,COATING: NONE,*,SIZE:   12 X 24" SHEETS,*,PACK: 50 LBS BULK PER IPMC CARTON,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD WRAP TRAY LINERS,*,,,,,,,,
G10301 ALL SIZE,1232,*,GRADE:   30 LB MG BLEACHED KRAFT,*,COATING: NONE,*,SIZE:   18X24" SHEETS,*,PACK:   50 LBS BULK PER CARTON,*,LABEL:  ITEM SIZE QTY,*,END USE:  TRAY LINER & FOOD WRAP,,,,,,,,,
G24280 RD,1840,USE 30 LB. MG 900 FT/RL UPC 78787900217,,,,,,,,,,,,,,,,,,,,
G24281 RD,1841,USE 30 LB MG  900 FT./RL  UPC 78787900218,,,,,,,,,,,,,,,,,,,,
G24282 RD,1842,USE 30 LB MG  900 FT /RL     78787900220,,,,,,,,,,,,,,,,,,,,
G24283 RD,1843,USE 40 LB TRUE WHITE BUTCHER 700 FT/RL  UPC 78787900220,,,,,,,,,,,,,,,,,,,,
G24284 RD,1844,USE 40 LB TRUE WHITE BUTCHER 700'/RL UPC 78787900221,,,,,,,,,,,,,,,,,,,,
G24285 RD,1861,36"W 40 LB TRUE WHITE BUTCHER 700 FT/RL UPC 78787900222,,,,,,,,,,,,,,,,,,,,
G24287 RD,1862,40 LB TRUE WHITE BUTCHER 700FT/RL UPC 78787900223,,,,,,,,,,,,,,,,,,,,
G11825 BORTEX,1320,*,GRADE:  40/45 LB POLY COATED ONE SIDE,*,COATING:  AS IS,*,SIZE: 15 X 15" SHEETS,*,PACK: 24LBS PER CARTON,*,LABEL: ITEM SIZE QTY,*,END USE : FOOD WRAP,*,,,,,,,,
G21660 MING,1715,*,GRADE: 35/40# POLY COATED ONE SIDE,*,COATING: AS IS,*,SIZE: 7X13" SHTS CUT STK 13X21 PUT BACK IN CTN,*,PACK: 50# CARTONS,*,LABEL: ITEM SIZE QTY,*,END USE: NOODLE WRAP,*,,,,,,,,
G15411 FOODPAC,1445,*,GRADE: 40 LB BL KFT COATED ONE SIDE 5 LBS POLY,*,COATING:  AS IS,*,SIZE:  10 X 10" SHEETS,*,PACK: IN CARTONS 50 LBS.,*,LABEL: ITEM SIZE QTY,*,END USE: NOODLE WRAP,*,,,,,,,,
G19183IMPERIALB,1536,*,GRADE:  25# QUILON,*,COATING: AS IS,*,SIZE:  7.5 X 10" SHEETS,*,PACK: 1000 SHEETS/BLD PACK IN MASTER CTN 10M/CS,*,LABEL: ITEM SIZE QTY,*,END USE: CANDY SHEET FOR RELEASE,*,,,,,,,,
G19182IMPERIALB,1535,*,GRADE:  25# QUILON,*,COATING: AS IS,*,SIZE:  9 X 13" SHEETS,*,PACK:  1000 SHEETS/BDL THEN IN MASTER CARTONS 2M/CS,*,LABEL: ITEM SIZE QTY,*,END USE:  CANDY RELEASE SHEET,*,,,,,,,,
G20117 LANCA,1642,*,GRADE:    40# CASCADES PEACH CODE 288,*,COATING: AS IS,*,SIZE: 15" WIDTH ROLLS,*,PACK: 1 ROLL SHRINK WRAPPED STACK ON PALLETS PRODUCT,MUST NOT OVERHANG PALLET,*,LABEL: UPC 78787900228  "NR-15INCHPEA",15" (38CM) PEACH PAPER,*,REWIND: 1000 FT PER ROLL 3" CORE,*,END USE: FOOD WRAPPER,*,,,,
G20118 LANCA,1643,*,GRADE:  40# PEACH CASCADES CODE #288,*,COATING: AS IS,*,SIZE:  11 X 15" SHEETS,*,PACK: 1000 SHEETS (15.25 LBS) PER SHRINK WRAP PKG.,THEN PUT IN MASTER CASE,*,LABEL: UPC CODE 78787900229 ON INNER PKGS. WITH LABEL,SHOWING    "NR-11X15PEAC,11X15"(28X38CM),1000 PER PKG",*,END USE: FOOD WRAP,*,,,,
G20119 LANCA,1644,*,GRADE: 40# PEACH FROM CUTTING ROOM AS PER SAMPLES SEN,*,COATING:  AS IS,*,SIZE: 14-1/8 X 22" SHEETS,*,PACK:   1000 SHEETS (28.5 LBS) PER SHRINK WRAPPED PK,THEN IN MASTER CARTON,*,LABEL: UPC CODE: 78787900230 EACH PGK TO BE LABELED,NR-14X22" 36X56CM,1000 PER PKG,*,END USE: FOOD WRAPPER,*,,,,,
G14685 EAST C,1431,*,GRADE:  30 LB MG BLEACHED KRAFT  MUST BE MG,*,COATING:  AS IS,*,SIZE:  36 X 36" SHEETS,*,PACK:  25 LBS PER BDL. PACK FLAT ON PALLETS,*,LABEL: ITEM SIZE QTY,*,END USE: TABLE COVERS MUST BE MG,,,,,,,,,
G11854 BOVA,1330,*,GRADE:  40# PEACH TREAT AS PER SAMPLE APPROVED,*,COATING:  AS IS,*,SIZE:  9 X 28" SHEETS,*,PACK:  1000 SHEETS PER BDL (23.5 LBS) STACK ON PALLE,*,LABEL:  ITEM SIZE QTY.,*,END USE: MEAT PAPER*,*,,,,,,,,
G26109 SILFEN,1902,*,GRADE:    25 LB QUILON,*,COATING:    AS IS,*,SIZE:   6.25 X 9" SHEETS,*,PACK: 2000 SHEETS PER PKG  4 PGS PER CASE,*,LABEL: ITEM SIZE QTY.,*,END USE:  COOKIE SHEETS SEPARATORS,*,,,,,,,,
G21813 MORANO,1745,*,GRADE: 40 LB PEACH AS PER SAMPLE WE SUBMITTED,*,COATING: DRY WAX  WITH 5 LBS WAX,*,SIZE: 18 X 24" SHEETS,*,PACK: 1000 SHEETS PER CARTON (40#) STACK ON PALLET,*,LABEL: ITEM SIZE QTY,*,END USE: MEAT WRAP,,,,,,,,,
G21814 MORANO,1746,*,GRADE: 40 LB PEACH AS PER SAMPLE SUBMITTED,*,COATING: DRY WAX WITH 5 LBS WAX,*,SIZE:  12 X 18" SHEETS,*,PACK: 2000 SHEETS BULK PER CARTON (40LBS),*,LABEL: ITEM SIZE QTY,*,END USE: MEAT WRAP,*,,,,,,,,
G11828 BORTEK,1323,*,GRADE:  40/45 LB POLY ONE SIDE,*,COATING:  AS IS,*,SIZE:  18 X 18" SHEETS,*,PACK:  40 LBS PER CS BULK,*,LABEL: ITEM SIZE 1200 SHEETS,*,END USE:  MEAT WRAPPER,*,,,,,,,,
G23149PAL,4059,*,GRADE:   CUSTOMER'S STOCK,*,COATING:  N/A,*,SIZE:  16-1/2" WIDTH ROLLS,*,PACK: SHRINK WRAP STACK ON PALLETS,*,LABEL: NONE,*,REWIND:  WIND DOWN TO 9" OD ON 3" CORES,*,END USE: FOOD WRAP,,,,,,,
G28475 VP,1953,*,GRADE:  30 LB WE STRENGTH 48" DOMTAR,*,COATING: WAX TO 40# SAME AS STOCK MICA,*,SIZE:  24" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG STACK ON PALLETS 2000LBS MA,*,LABEL: ITEM SIZE QTY FOOTAGE,*,REWIND: 24" WIDTH 3000 LINEAR FT PER ROLL 3" CORE,*,END USE: WET DOUGH LAYOUT  AND FREEZER SHEET,*,NOTE: STOCK MICA ROLL SENT AND APPROVED,*     MUST WEIGH EACH PALLET -SOLD BY WEIGHT,,,,
G28476 VP,1954,GRADE: 20 LB MG WET STRENGTH BLEACHED KRAFT,*,COATING: DRY WAX TO 23 LBS,*,SIZE: 10 X 13.5" SHEETS,*,PACK: 1000 SHEETS PER PKG. 6 PGS PER CS.,*,LABEL: ITEM QTY SIZE,*,END USE: FOOD WRAP,*,,,,,,,,,
G11735 BORAX,1309,*,ITEM:  "BROOKLYN'S BEST",*,GRADE: 40 LB TRUE WHITE BUTCHER,*,COATING:   AS IS,*,SIZE:  15X20"SHEETS,*,PACK: 50 LBS BULK PER CARTON ON PALLETS,*,LABEL: ITEM SIZE QTY,*,PRINTING:  FLEXO PMS REFLEX BLUE COPY TO READ IN LONG,DIRECTION RANDOM CUT,*,END USE:   FISH WRAPPER,,,,
G20120 LANCA,1645,*,ITEM:        "VIDA",*,GRADE:     15/18 LB. EXCEL,*,COATING:   AS IS,*,SIZE:      20 X 13" SHEETS,*,PACK:1000 SHEETS PER PG.(11LB) IN 15X20 MASTER CTN,*,LABEL: ITEM SIZE NO. OF  1000'S,*,PRINTING:FLEXO      100% BACKGROUND BIEGE GREEN ORANG,BLACK,*,END USE:  FOOD WRAPPER,,,,
G13649 CRAINE,1417,*,ITEM:     WET WAXED ROLLS,*,GRADE:    30 LB EXPERA 36" MAX WIDTH FOR SLITTING,*,COATING:  WET WAX TO 39 LB MICA STYLE,*,SIZE:     7" WIDTH ROLL,*,PACK:  1 ROLL PER POLY BAG STACK ON PALLET NO OVERHAN,*,LABEL: ITEM SIZE QTY P/N 79268 LOT NO AND PO# 1016082,MUST BE ON CORE LABEL AND OUTSIDE LABEL,*,REWIND: 7000 FT PER ROLL 3"ID THICK WALL CORE ONLY*,NEED CORE LABEL SEE ABOVE MUST NOT TELESCOPE WIND MG,SIDE IN  MAINTAIN PROPER TENSION TO PREVENT LOOSE CORE,*,END USE: FOOD INTERLEAVER,*,
G11829 BORTEK,1324,*,GRADE:40 LB POLY COATED WITH 5 LBS ONE SIDE 45# FINIS,*,COATING: AS IS,*,SIZE: 12 X 15" SHEETS,*,PACK: 50 LBS PER CTN BULK,*,LABEL: ITEM SIZE QTY.,*,END USE: FOOD WRAP,*,,,,,,,,
G11830 BORTEK,1325,*,GRADE:     35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:   9 X 9" SHEETS,*,PACK:  50 LB BULK IN CTN,*,LABEL: ITEM SIZE QTY,*,END USE: FOOD WRAP,*,,,,,,,,
G20121 LANCA,1646,*,GRADE:   18 LB WET STRENGTH BLEACHED KRAFT,*,COATING:  DRY WAX TO 21 LB FINISH,*,SIZE: 14 X 18" SHEETS,*,PACK: 1000 SHEETS PER SHRINK WRAP PKG 4 PG PER CARTO,*,LABEL: ITEM SIZE QTY.,*,END USE: FOOD WRAP,*,,,,,,,,
G20122 LANCA,1647,*,GRADE:  24 LB QUILON,*,COATING: AS IS,*,SIZE: 18 X 26" SHEETS,*,PACK: 1000 SHEETS PER CS USE DEHART CARTONS "DH",*,LABEL: ITEM SIZE QTY,*,END USE: BAKERY PAN LINER,*,,,,,,,,
F18PB8,1106,USE CASCADE 40LB PEACH BUTCHER 800FT/ROLL,*,,,,,,,,,,,,,,,,,,,
F912PS,1222,*,USE 40LB DOMTAR PEACH STEAK 912PLAIN INNERS 6/CS 60#/,*,,,,,,,,,,,,,,,,,,
F1030PS,984,*,USE 40LB DOMTAR PEACH STEAK 1000 SHEETS (27-3/4LB)CS,*,,,,,,,,,,,,,,,,,,
F12PB7,995,*,USE CASCADE PEACH 670 FT/RL,,,,,,,,,,,,,,,,,,,
F15PB7,1051,*,USE CASCADE PEACH 670 FT/RL,*,,,,,,,,,,,,,,,,,,
F18PB7,1105,*,USE CASCADE PEACH 670 FT/RL,*,,,,,,,,,,,,,,,,,,
G24289 RD,1864,*,GRADE:  40 LB NATURAL KRAFT,*,COATING:  NONE,*,SIZE:    30" WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG,*,LABEL: ITEM SIZE QTY,*,REWIND: 7-1/2" OD (REPORT FOOTAGE TO SALES) 3" CORE,*,END USE:  TABLE COVERS,*,,,,,,
G24290 RD,1865,*,GRADE: 40 LB NATURAL KRAFT,*,COATING:  NONE,*,SIZE:   36"WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG,*,LABEL: ITEM SIZE QTY,*,REWIND: 7-1/2" OD (REPORT FOOTAGE TO SALES) 3" CORE,*,END USE: TABLE COVERS,*,,,,,,
F15PB8,1052,*,USE 40# CASCADE PEACH BUTCHER 800 FT/RL,,,,,,,,,,,,,,,,,,,
F24PB8,1158,*,USE 40 LB CASCADE PEACH BUTCHER 800 FT/RL,,,,,,,,,,,,,,,,,,,
G20852 MGM,1850,*,GRADE:  POLY BOARD,*,COATING: AS IS,*,SIZE:  12-1/8 X 13-1/4" SHEETS,*,PACK:  500 SHEETS PER CS (45LBS),*,LABEL: ITEM SIZE QTY.P/N 77140,*,END USE:,,,,,,,,,
G27225 TE,1935,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING:  DRY WAX TO 40 LB,*,SIZE: 14 X 18" SHEETS,*,PACK: 50 LBS BULK CARTONS,*,LABEL: USE CUSTOMER SPEC. LABEL,*,END USE: SUBWRAP PRIVATE LABEL,,,,,,,,,
G27226 TE,1936,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 40 LB FINISH,*,SIZE:  15 X 20" SHEETS,*,PACK:   50 LBS PER CARTON BULK,*,LABEL: USE CUSTOMER SPECIAL LABELS,*,END USE: SUBWRAP PRIVATE LABEL,*,,,,,,,,
G24288 RD,1863,*,GRADE:    40 LB NATURAL KRAFT,*,COATING:  NONE,*,SIZE:  24" WIDTH ROLL,*,PACK: 1 ROLL SHRINK WRAPPED STACK ON PALLETS,*,LABEL: USE SPECIAL LABEL APPROVED BY CUSTOMER,UPC 78787900243  SIZE,*,REWIND:  7-1/2" OD  3" CORE,*,END USE: TABLE TOP PAPER UTILITY WRAP,*,,,,,
G24291 RD,1866,*,GRADE: 40# PAPERMAKERS BASE STK,*,COATING: AS IS,*,SIZE:   24 X 24" SHEETS,*,PACK:  600 SHEETS PER CS (32#) USE SPEC CTN,*,LABEL: USE CUSTOMER LABEL UPC 78787900249,*,END USE:  TABLE COVER SHEET,*,,,,,,,,
G24292 RD,1867,*,GRADE:  40 LB PAPERMAKERS STOCK,*,COATING: AS IS,*,SIZE: 36 X 36" SHEETS,*,PACK: 350 SHEETS PER CTN (42#) USE SPECIAL CTN.,*,LABEL: USE CUSTOMER LABEL UPC# 78787900250,*,END USE:   TABLE COVER SHEET,*,,,,,,,,
G21435 MCNAIRN,1662,*,GRADE:    30# DUNN ULTRA ONLY (SAMPLE APPROVED),*,COATING:  DRY WAX TO 36 LB FINISH,*,SIZE:   14X18" SHEETS,*,PACK:  50 LB BULK CTNS,*,LABEL: P/N 107055 USE CUSTOMER LABEL BAR CODE,*,END USE:  SUBWRAP,*,,,,,,,,
G21434 MCNAIRN,1661,*,GRADE:  30 LB DUNN ULTRA ONLY (SAMPLE APPROVED),*,COATING: DRY WAX TO 36 LB FINISH,*,SIZE:  18 X 20" SHEETS,*,PACK:  50 LB BULK CARTONS,*,LABEL: P/N: 107076 USE CUSTOMER LABEL BAR CODE,*,END USE:  SUBWRAP,*,,,,,,,,
G21433 MCNAIRN,1860,*,GRADE:   USE 30 LB DUNN ULTRA ONLY (SAMPLE APPROVED),*,COATING:  DRY WAX TO 36 LB FINISH,*,SIZE:  18 X 18" SHEETS,*,PACK: 50 LB BULK CARTONS,*,LABEL: P/N 107078 USE CUSTOMER LABEL BAR CODE,*,END USE:   SUBWRAP,*,,,,,,,,
G28952 WB,1956,USE 40# TRUE WHITE BUTCHER 50 LBS PER BDL OR CS,*,,,,,,,,,,,,,,,,,,,
F30PB7,1195,*,USE CASCADE PEACH BUTCHER 40# REWIND  670FT/ROLL,,,,,,,,,,,,,,,,,,,
G19180IMPERIALB,1534,*,GRADE: 25LB QUILON,*,COATING: AS IS,*,SIZE: 7-1/2 X 4-3/4" SHEETS,*,PACK: 1000 SHEETS PER PKG THEN IN MASTER CARTON,*,LABEL: ITEM SIZE QTY,*,END USE: COOKIE INTERLEAVER,*,,,,,,,,
G22030 NBTY,1756,*,GRADE: 40 LB. TRUE WHITE BUTCHER PAPER,*,COATING:  AS IS,*,SIZE:  31 X 31" SHEETS,*,PACK: 500 SHEETS PER BDL STACK ON PALLETS NO OVERHANG,*,LABEL:ITEM SIZE QTY MFG DATE P.O.# CODE# "FDA APPROVE,*,*,END USE: PILL DRYING SHEETS,*,,,,,,,
G20123 LANCA,1648,*,ITEM:    SEVEN ELEVEN  INTERFOLD,*,GRADE:   15 LB WET STRENGTH BLEACHED KRAFT,*,COATING: DRY WAX MF SIDE SAME AS LOGAN WRAP,*,SIZE: 15 X 10-3/4" INTERFOLDED,*,PACK: PACK IN LOGAN INNERS & OUTERS 48CS/PALLET,*,LABEL: LANCA 7-11 MADE IN USA,*,PRINT: FLEXO PMS 341 GREEN485 RED165 ORANGE,18" CYLINDERS NOS. 85 86 87.,END USE: SANDWICH WRAP,,,,,
G21720MOONEYGEN,1737,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING:  WET WAX TO 50 LB FINISH SAME AS DELWRAP,*,SIZE: 24-3/8 X 8-1/4" SHEETS  + OR MINUS 1/8",*,PACK: 50 LBS BULK CARTONS,*,LABEL:  ITEM SIZE QTY,*,END USE: LAYOUT PAN LINER FUDGE CAKE,*,NOTE: SIZES CRITICAL TO FIT INSIDE PAN,*,,,,,,
G26110 SILFEN,1903,*,GRADE:     25 LB QUILON,*,COATING:  AS IS,*,SIZE:  14-1/2 X 10" SHEETS,*,PACK: 1000 SHEETS PER SHRINK WRAP PG. 6 PER MASTER C,*,LABEL: ITEM SIZE QTY,*,END USE: BAKERY PAN LINER,*,,,,,,,,
F1616MGDW,1086,*,GRADE: 34 LB MG,*,COATING: DRY WAX TO 40 LB FINISH,*,SIZE: 16 X 16" SHEETS,*,PACK: 50 LB BULK IN CARTONS ON PALLETS,*,LABEL: SIZE "MG DRY WAX" QTY,*,END USE: FOOD WRAP & PIZZA LINER,*,,,,,,,,
G22035 NBTY,1761,*,GRADE: 40 LB TRUE BUTCHER FDA,*,COATING: AS IS,*,SIZE: 31 X 31" SHEETS,*,PACK:  500 SHEETS PER BLD,*,LABEL: ITEM SIZE QTY DATE FDA APPROVED P.O.# CO#,*,END USE: VITAMIN PILL LAYOUT/DRYING SHEETS,*,,,,,,,,
G20853 MGM,1851,*,GRADE:   35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 53 LB FINISH SAME AS DELWRAP,*,SIZE:  12 X 13-1/4" SHEETS,*,PACK: 50 LB PER CARTON STACK ON PALLETS,*,LABEL: ITEM SIZE QTY,*,END USE: BOX LINER FOOD CONTACT,*,,,,,,,,
G21432 MCNAIRN,1859,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: WET WAX DELWRAP STYLE TO 50 LBS. FINISH,*,SIZE: 18 X 20" SHEETS,*,PACK: 50 LBS BULK CARTONS STACK ON PALLETS,*,LABEL: ITEM SIZE QTY P/N 104951 MCNAIRN LABEL WITH UP,*,END USE:  FOOD WRAP,,,,,,,,,
G26150 SIX,1905,*,ITEM:   "DISCOVERY KINGDOM",*,GRADE: 18 LB WET STRENGTH BLEACHED KRAFT,*,COATING: DRY WAX TO 21# (SAME AS CHARLIE BROWN'S),*,PACK: TRY INNER AND OUTER 9X12 DELWRAP/NUPARCH,TRY BY 1000'S,*,*,LABEL: ITEM SIZE NO. OF 1000'S  (SOLD BY 1000 SHEETS,*,PRINTING: FLEXO PMS 166 RUST ORANGE  15-3/4"CYLINDER,*,END USE: BASKET LINER,*,,,,
G12220 BURKE,1363,*,ITEM: "CARL'S STEAKS",*,GRADE:  35/40 LB POLY COATED 1 SIDE,*,COATING: AS IS,*,SIZE: 6 X 15" (CUT 12 X 15 IN HALF),*,PACK: USE INNER AND OUTER 91215 MN'S,*,LABEL: ITEM SIZE QTY,*,PRINT: FLEXO BLACK 16-3/4" CLY.,*,END USE: SANDWICH WRAPS,*,,,,
G10810 ASF,3991,*,GRADE:     45LB STRECO,*,COATING:  AS IS,*,SIZE:     15" WIDTH ROLLS,*,PACK:    1 ROLL SHRINK WRAPPED,*,LABEL:  "ASFOUR   CO NO. G#,15" MG,ROLL",*,REWIND:  15" WIDTH 750 FT (14LBS) 3"CORE,*,END USE:  FOOD WRAP,*,,,,
G11855 BOVA,1331,*,GRADE:  35-40 LB BLEACHED KRAFT,*,COATING: WET WAXED TO 50 LB (DELWRAP STYLE),*,SIZE: 12 X 15" SHEETS,*,PACK: PACK IN PLAIN INNERS OUTERS STACK ON PALLETS,*,LABEL: WET WAX 5/10# 50LBS (NO NORPAK NAME),*,END USE: FOOD WRAP,,,,,,,,,
G25925 SG,1888,*,GRADE:  30 LB BLEACHED KRAFT WET STRENGTH,*,COATING: WET WAX MICA STYLE TO 40LB,*,SIZE:    15"WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG OR SHRINK WRAPPED,*,LABEL: ITEM SIZE QTY FOOTAGE,*,REWIND: 15" WIDTH 2400 FT/RL 3" CORE,*,END USE:   DOUGH LAYOUT AND FREEZING SHEET,*,NOTE:PRODUCE AS PER SAMPLE APPROVED #0701 DATE 1/27/0,*,,,,
G25926 SG,1889,*,GRADE:    30 LB BLEACHED WET STRENGTH SAME AS MICA,*,COATING:  WET WAX TO 40 LBS SAME AS MICA STOCK,*,SIZE;     7" WIDTH ROLLS,*,PACK:     1 ROLL PER POLY BAG OR SHRINK WRAPPED,*,LABEL:    ITEM SIZE QTY FOOTAGE,*,REWIND:   7" WIDTH 1200 FT/RL 3" CORE,*,END USE:  DOUGH LAY OUT SHEET,*,,,,,,
G17211 GOLDMAN,1466,*,ITEM:    "PHANTOM GOURMET",*,GRADE:   35 LB BLEACHED KRAFT,*,COATING: DRY WAX TO 42 LB FINISH SAME AS SUBWRAP,*,SIZE: 15 X 20" SHEETS,*,PACK:  50 LBS. BULK IN PLAIN SUB CARTON,*,LABEL: ITEM SIZE QTY,*,PRINT: 1 COLOR FLEXO PMS 526U PURPLE,*,END USE: SUBWRAP,*,,,,
G20810 LUCKY,1659,*,GRADE:  35 LB TABLET,*,COATING: AS IS,*,SIZE:    15" ROLLS,*,PACK:    1 ROLL PER POLY BAG OR SHRINK WRAPPED,*,LABEL:  15"LUCKY MG",*,REWIND:  14 LBS PER ROLL 750'/RL 3" CORE,*,END USE: FOOD WRAP,*,,,,,,
G12052 BUNZL NJ,1341,*,GRADE:  25 LB DUNN 50-1/2" BL MG LOW TEAR,*,COATING: WET WAX TO 36LB,*,SIZE:  16"WIDTH ROLLS,*,PACK: 1 ROLL PER POLY BAG,*,LABEL:  USE CLORED LABEL NOT WHITE ITEM SIZE QTY,*,REWIND: 16"WIDTH 10"OD 2175 FT/RL 3"CORE 40#/RL MG OU,WIND MG SIDE OUTSIDE OF FINISHED ROLL,*,END USE: DOUGH LAY OUT SHEET,*,,,,,
